id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
10503,1500,4/4/11,District Council,2177,DWE,34.44198214,-9.1927729,Kwa Yoel Lulabdala,0,Rufiji,Ikanga,Iringa,11,4,Njombe,Wangama,125,True,GeoData Consultants Ltd,VWC,wangama water supply scheme,True,2007,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
23062,0,2/4/13,Hesawa,1429,Hesawa,34.40286875,-1.80129094,Kyolang,0,Lake Victoria,Kemeli,Mara,20,2,Serengeti,Nyamatare,300,True,GeoData Consultants Ltd,WUG,,,1998,other - rope pump,rope pump,rope pump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
20120,50,2/16/13,Jaica,-15,Amref,40.32196593,-10.46411091,Kwa Rupapa,0,Ruvuma / Southern Coast,Majengo,Mtwara,99,1,Mtwara Rural,Mahurunga,900,True,GeoData Consultants Ltd,VWC,Tangazo water supply,True,2008,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
13051,0,3/15/13,,961,,35.86633056,-3.35614007,Kwa Abdalah Ngereza,0,Internal,Majengo C,Arusha,2,1,Monduli,Esilalei,1,False,GeoData Consultants Ltd,WUA,J,,2000,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
72912,0,8/2/11,Hesawa,0,DWE,30.67512526,-1.24500347,Kwasendege,0,Lake Victoria,Nyabishenge,Kagera,18,1,Karagwe,Kaisho,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
35658,0,10/22/12,Wvt,1380,WVT,34.29685655,-2.9796396,Nsayu,0,Lake Victoria,Simiyu A,Shinyanga,17,1,Bariadi,Mhunze,300,True,GeoData Consultants Ltd,WUG,,False,2009,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
51599,0,7/25/11,Concern,0,TWESA,30.45174286,-2.66499058,Mubayangala,0,Lake Victoria,Nzaza A,Kagera,18,30,Ngara,Kabanga,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
9445,0,10/24/12,Dwssp,0,DWE,33.46672182,-3.39949816,Bonifasi,0,Internal,Ngado,Shinyanga,17,8,Kishapu,Bugoro,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
34185,0,3/8/11,Devon Aid Korogwe,337,DWE,38.60508557,-4.92044423,Kwa Mmshunga,0,Pangani,Mkwakwani,Tanga,4,2,Korogwe,Magoma,700,True,GeoData Consultants Ltd,VWC,,False,2009,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other
29151,0,7/6/11,,0,,33.62518867,-9.21609447,Kwa Mzee Mwankota,0,Lake Nyasa,Kiangala,Mbeya,12,4,Rungwe,Kyimo,0,True,GeoData Consultants Ltd,VWC,M,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
68116,0,4/20/11,Dh,0,DH,37.17141504,-6.58992071,Ofisini,0,Wami / Ruvu,Mvumi A,Morogoro,5,1,Kilosa,Msowero,186,True,GeoData Consultants Ltd,VWC,Mv,True,1975,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
38511,0,3/4/13,Lamp,992,DWE,35.92473004,-3.71853605,Kwa Kiloriti,0,Internal,Makao Mapya,Manyara,21,1,Babati,Nkaiti,203,True,GeoData Consultants Ltd,WUG,,True,1997,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,fluoride,fluoride,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
24721,0,10/23/12,Wvt,1372,WVT,34.3169524,-2.98175372,Kisesa,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Mhunze,670,True,GeoData Consultants Ltd,WUG,,False,2006,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
14582,0,3/9/11,World Bank,357,ML appro,37.63742529,-6.12103039,Mganga Madizeli,0,Wami / Ruvu,Komstari,Morogoro,5,6,Mvomero,Diongoya,300,True,GeoData Consultants Ltd,VWC,,True,2007,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
29781,20,2/7/13,Lga,473,LGA,39.3153874,-10.67743912,Kwa Chinamalanda,0,Ruvuma / Southern Coast,Jangwani,Mtwara,90,33,Newala,Maputi,320,True,GeoData Consultants Ltd,VWC,Mitema,False,2002,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
4141,500,3/24/13,Government Of Tanzania,1883,DWE,36.63835765,-3.21402013,Fetinalii,0,Internal,Fetinalii,Arusha,2,2,Arusha Rural,Olkokola,150,True,GeoData Consultants Ltd,VWC,Olkokola pipe line,True,1990,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
66023,1000,3/5/11,Kkkt,1723,Commu,34.30351706,-9.45539207,none,0,Lake Nyasa,Lukunga,Iringa,11,3,Makete,Ipepo,0,True,GeoData Consultants Ltd,VWC,Ikete,False,2003,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
46052,5000,1/27/13,World Bank,771,Distri,30.41190322,-6.74550669,Uwanjani,0,Lake Tanganyika,Mzabwela,Rukwa,15,1,Mpanda,Ikola,230,True,GeoData Consultants Ltd,Water authority,Ikola water supply,True,2012,other,other,other,water authority,commercial,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
27955,0,3/28/11,Kkkt,0,KKKT,32.85023048,-9.0797788,Juma Mwasheuya,0,Lake Rukwa,Sambembe,Mbeya,12,6,Mbozi,Ihanda,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
44345,0,3/5/11,Plan Int,-28,DWE,39.07579835,-7.92640361,Muyuyu Primary School,0,Rufiji,Mjini,Pwani,60,53,Rufiji,Umwe,1,True,GeoData Consultants Ltd,VWC,,True,2010,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
30609,0,2/21/13,Wssp,0,DWE,0,-2.00E-08,Maji Mawe,0,Lake Victoria,Nyambono,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
40305,300,3/15/13,Sowasa,1030,SOWASA,35.63203112,-10.68707455,Kwa Jongo,0,Ruvuma / Southern Coast,Mburani,Ruvuma,10,4,Songea Urban,Ruvuma,0,False,GeoData Consultants Ltd,Other,Mradi wa maji wa ruvuma,True,2006,gravity,gravity,gravity,other,other,pay monthly,monthly,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe
43132,50,11/2/12,Ministry Of Water,1427,NYAKILANGANI CO,34.02893091,-1.90088445,Shuleni,0,Lake Victoria,Manyago,Mara,20,4,Bunda,Nyamuswa,400,True,GeoData Consultants Ltd,WUA,NYA/ MAK /BUK piped scheme,True,1972,gravity,gravity,gravity,parastatal,parastatal,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
39435,0,3/13/11,Dads,1927,DWE,34.50115609,-9.24302026,Enock Mwinuka,0,Rufiji,Mtitafu,Iringa,11,4,Njombe,Igosi,1,True,GeoData Consultants Ltd,VWC,Ujindile,True,2005,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe
65960,0,10/10/12,Adb,0,DWR,33.83948889,-3.74446033,Kwa Buniface,0,Internal,Bugoyi,Shinyanga,17,8,Kishapu,Mwamashele,0,True,GeoData Consultants Ltd,VWC,Tungu water piped scheme,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe
18122,200,3/8/11,Ir,437,Ir,37.03015798,-7.06100786,Shuleni,0,Wami / Ruvu,Shuleni,Morogoro,5,1,Kilosa,Kilangali,280,True,GeoData Consultants Ltd,VWC,,True,1998,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
40079,0,8/2/11,Concern,0,TWESA,30.80840164,-2.84263647,Nyakondo A,0,Lake Victoria,Nyakondo,Kagera,18,30,Ngara,Muganza,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
3556,0,3/23/13,Meru Concrete,933,Meru Concrete,37.03445092,-3.3704646,Meru Concrete,0,Pangani,Ndrumangeni,Arusha,2,7,Meru,King'ori,290,True,GeoData Consultants Ltd,Private operator,,False,2013,submersible,submersible,submersible,private operator,commercial,never pay,never pay,fluoride,fluoride,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
61560,0,8/24/11,Gg,0,,0,-2.00E-08,Bombani,0,Lake Victoria,Custom,Mwanza,19,6,Geita,Chigunga,0,True,GeoData Consultants Ltd,VWC,Nungwe,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,hand pump,hand pump
50268,0,3/20/13,Tcrs,1530,TCRS,37.957999,-4.4431497,Kwa Taweli,0,Pangani,Kilotweni,Kilimanjaro,3,3,Same,Kirangare,75,True,GeoData Consultants Ltd,Water authority,Kilotweni water supply,True,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
71386,500,3/6/11,Government Of Tanzania,895,DWE,36.68109798,-8.96547334,Kituo Cha Gulela,0,Rufiji,Lukwambe,Morogoro,5,4,Ulanga,Sali,105,True,GeoData Consultants Ltd,Water Board,Sali Wat,True,1980,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
27437,0,7/6/11,Jbg,0,JBG,30.67104803,-2.73674152,Songambele,0,Lake Tanganyika,Songambele,Kagera,18,30,Ngara,Murusagamba,0,True,GeoData Consultants Ltd,VWC,,False,0,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
10575,0,10/23/12,World Vision,0,Consulting Engineer,32.86294471,-4.07647156,Isopelya,0,Lake Tanganyika,Isopelya,Tabora,14,1,Nzega,Ikindwa,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
16154,0,7/24/11,Wizara,0,WIZARA,32.91615748,-2.6603878,Shuleni,0,Lake Victoria,Set Benjami,Mwanza,19,7,Missungwi,Idetemya,0,,GeoData Consultants Ltd,Water authority,,True,0,ksb,submersible,submersible,water authority,commercial,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe
68929,2400,3/27/11,Danida,1728,DWE,35.03148626,-8.68810611,none,0,Rufiji,M,Iringa,11,2,Mufindi,Mtambula,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
1127,0,7/8/11,Hesawa,0,DWE,31.30033546,-2.6576387,Kakunyu,0,Lake Tanganyika,Kahororo,Kagera,18,4,Biharamulo,Biharamulo Urban,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
63234,0,1/16/13,Ministry Of Water,847,Wizara ya maji,34.98707855,-5.99175973,Kwa Boni Ngalya,0,Internal,Mwegamile,Singida,13,3,Manyoni,Majiri,250,True,GeoData Consultants Ltd,VWC,Riftvalley Project water supply,False,1978,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
69090,20,2/18/13,Jaica,-6,Jaica,40.16711192,-10.65451413,Tanita,0,Ruvuma / Southern Coast,Tanita,Mtwara,99,1,Mtwara Rural,Kitaya,200,True,GeoData Consultants Ltd,,,True,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
3594,300,4/20/11,Po,410,Po,37.19187278,-6.66922753,Kiswala,0,Wami / Ruvu,Makurunge,Morogoro,5,1,Kilosa,Chanzuru,320,True,GeoData Consultants Ltd,VWC,,True,1976,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
27388,0,3/12/11,Government Of Tanzania,0,GOVER,35.48619322,-6.64626925,Kwa Mtendaji,0,Rufiji,Mwenge,Dodoma,1,4,Chamwino,Huzi,0,True,GeoData Consultants Ltd,VWC,Huzi,True,0,mono,mono,motorpump,vwc,user-group,unknown,unknown,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
47658,0,8/3/11,,0,,31.80850941,-1.28918542,Shule Ya Viziwi Mugeza,0,Lake Victoria,Bunukangoma,Kagera,18,6,Bukoba Urban,Kahororo,0,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
38669,0,10/22/12,Government Of Tanzania,0,DWE,0,-2.00E-08,Amani,0,Lake Victoria,Mwayande,Shinyanga,17,1,Bariadi,Nyakabindi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
18462,0,10/20/12,Tcrs.Tlc,0,TCRS/TLC,32.13479975,-4.58241329,Elias Akizima,0,Lake Tanganyika,18,Tabora,14,4,Urambo,Milambo,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
42135,20,3/2/11,Government Of Tanzania,64,DWE,38.57906293,-6.79832041,Msemakweli,0,Wami / Ruvu,Kwala,Pwani,6,2,Kibaha,Kwala,400,True,GeoData Consultants Ltd,VWC,upper Ruvu,True,1974,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
57203,0,7/20/11,Hesawa,0,DWE,31.74377419,-1.49163653,Kwa Hasani Kyamnyeto,0,Lake Victoria,Nyakibanga,Kagera,18,2,Bukoba Rural,Katerero,0,True,GeoData Consultants Ltd,VWC,WAUSA,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
47986,50,2/6/13,Quwkwin,387,GOVERNMENT,38.36740719,-10.92291175,Halmashauri,0,Ruvuma / Southern Coast,Bomani,Mtwara,90,63,Nanyumbu,Nangomba,30,True,GeoData Consultants Ltd,Parastatal,,True,2010,india mark ii,india mark ii,handpump,parastatal,parastatal,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
20198,0,5/1/04,Government Of Tanzania,86,DWE,38.95977599,-5.24727813,Kwa Bi Shoga,0,Pangani,Mapojoni Kati,Tanga,4,4,Muheza,Ngomeni,120,True,GeoData Consultants Ltd,VWC,Borehole,True,2008,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty abandoned,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
62191,50,2/27/13,Dmdd,2102,DMDD,35.4316355,-4.21703386,Kwa James,0,Internal,Kanseli,Manyara,21,1,Babati,Bashinet,170,True,GeoData Consultants Ltd,Water Board,,True,1998,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
44709,0,10/25/12,Dwsp,0,DWE,0,-2.00E-08,Wazazi,0,Lake Victoria,Madukani,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
2491,0,10/28/12,Rural Water Supply And Sanitat,0,DWE,32.07014089,-3.3029912,Shule Ya Sekondari Ilolangulu,0,Lake Tanganyika,Ilolangulu,Shinyanga,17,5,Bukombe,Ilolangulu,0,True,GeoData Consultants Ltd,Parastatal,,True,0,nira/tanira,nira/tanira,handpump,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
43711,0,3/26/11,Nethalan,465,DWE,37.52619279,-6.77838376,Kwa Mama Mwajina,0,Wami / Ruvu,Kimambira,Morogoro,5,6,Mvomero,Mzumbe,1,True,GeoData Consultants Ltd,VWC,,True,1984,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
72025,0,7/18/11,Government Of Tanzania,0,DWE,30.97491244,-1.70364121,Tank La Zahanat,0,Lake Victoria,Ahakishaka,Kagera,18,1,Karagwe,Nyabiyonza,0,True,GeoData Consultants Ltd,,,True,0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,unknown,unknown,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
12256,10,3/4/13,Private Individual,1542,Dmdd,35.67015578,-3.32451076,Kwa Lalapakayo,0,Internal,Kiwabdani,Arusha,24,30,Karatu,Qurus,200,True,GeoData Consultants Ltd,VWC,Kaviwasu,True,2002,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe
19591,0,4/5/04,Government Of Tanzania,0,Central Government,33.65766556,-8.99052593,Kwa Ali Majani,0,Lake Nyasa,Isolola B,Mbeya,12,2,Mbeya Rural,Tembela,0,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
6047,0,2/4/13,Government Of Tanzania,1302,TCRS,30.53989772,-3.52276801,Center,0,Lake Tanganyika,Kahogoro,Kigoma,16,1,Kibondo,Mugunzu,700,True,GeoData Consultants Ltd,VWC,,False,2010,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
43386,0,2/15/13,Lga,202,LGA,39.22026242,-10.36970495,Kokini,0,Ruvuma / Southern Coast,Mbuyuni,Mtwara,90,33,Masasi,Nanganga,1,True,GeoData Consultants Ltd,VWC,,True,1977,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe multiple,communal standpipe
20579,20,3/24/11,African Relie,-5,Af,39.00117223,-6.5329148,Kisima Cha Pump,0,Wami / Ruvu,Changuluwe,Pwani,6,1,Bagamoyo,Zinga/Ikerege,40,True,GeoData Consultants Ltd,VWC,,False,2009,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
21305,0,2/3/13,World Bank,1931,WORLD BANK,35.3659092,-4.07829172,Kwa Mwl. Petro,0,Internal,Laghaneyaya,Manyara,21,3,Mbulu,Dongobesh,1,True,GeoData Consultants Ltd,VWC,MONGAHAI RIVER,True,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
55760,0,3/2/11,African,334,Kuwait,37.52814901,-6.4350155,Msikitini,0,Wami / Ruvu,Magengeni,Morogoro,5,6,Mvomero,Mvomero,1,True,GeoData Consultants Ltd,VWC,,True,2009,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
5571,0,2/24/13,Villagers,1296,Villagers,35.34437941,-9.8321104,Kwa Mama Aivoni,0,Lake Nyasa,Tuliani,Ruvuma,10,2,Songea Rural,Wino,500,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa wino,True,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
57690,0,3/22/13,Government Of Tanzania,1299,DWE,37.53521745,-3.29630086,Mtomutomu,0,Pangani,Mtomutomu,Kilimanjaro,3,4,Moshi Rural,Mamba Kusini,1,False,GeoData Consultants Ltd,VWC,Una mkolowoni,True,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other
35553,0,2/21/13,Government Of Tanzania,1845,DWE,35.30772477,-4.25644417,S/M Luxmanda,0,Internal,Dabaso,Manyara,21,1,Babati,Ufana,450,True,GeoData Consultants Ltd,VWC,,True,1993,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
22952,0,10/8/12,Undp/aict,0,BESADA,34.12781757,-3.82410963,Shule,0,Internal,Wigedi,Shinyanga,17,8,Kishapu,Mwamalasa,0,False,GeoData Consultants Ltd,Parastatal,Mwambashima piped scheme,True,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
12713,0,7/19/11,Kkkt,0,KKKT,32.86774648,-9.03252919,Mbelwe 2,0,Lake Rukwa,Iganduka Kati,Mbeya,12,6,Mbozi,Msia,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
58870,0,3/31/11,Village Council,0,Village Council,33.27290852,-8.85610846,Tuyang'Ane,0,Lake Rukwa,Mshewaji,Mbeya,12,2,Mbeya Rural,Mshewe,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
22048,6300,3/9/11,Anglican Church,1753,Angli,34.60615176,-9.77688712,none,0,Lake Nyasa,Changalawe,Iringa,11,5,Ludewa,Mlangali,450,True,GeoData Consultants Ltd,VWC,Anglic,False,2001,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
71002,0,10/23/12,Rwssp,0,DWE,0,-2.00E-08,Nselema,0,Lake Victoria,Mitimingi,Shinyanga,17,1,Bariadi,Nyakabindi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
20107,0,10/18/12,World Bank,0,MLAKI CO,33.69075741,-3.50186362,Mipawa,0,Internal,Igunga,Shinyanga,17,8,Kishapu,Mwadui Lohumbo,0,False,GeoData Consultants Ltd,,,True,0,other,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other
28864,500,8/3/11,Kkkt,1620,Villagers,34.89799501,-8.86373971,Kwa Mary Nyagawa,0,Rufiji,Mgewalala,Iringa,11,4,Njombe,Makambako,40,True,GeoData Consultants Ltd,VWC,,False,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
24811,0,7/27/11,Acord,0,ACORD,31.61070036,-2.57854727,Kwa Mzee Behuta,0,Lake Victoria,Busalala Center,Kagera,18,8,Chato,Ichwankima,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
54341,0,7/17/11,,0,,33.790668,-9.17208999,Kwa Mzee Zuberi,0,Lake Nyasa,Nsongolo,Mbeya,12,4,Rungwe,Mpondo,0,True,GeoData Consultants Ltd,VWC,N,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,fluoride,fluoride,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
56388,0,5/4/13,Government Of Tanzania,713,Government,37.35511886,-3.47601612,Kwa Alfred Muya,0,Pangani,Mabatini,Kilimanjaro,3,4,Moshi Rural,Arusha Chini,1,True,GeoData Consultants Ltd,Water authority,Coffee-curing pipeline,True,1976,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
5646,0,11/9/12,Rwssp,0,WEDECO,34.40513378,-3.0789244,Nkuyu,0,Lake Victoria,Nkuyu,Shinyanga,17,6,Meatu,Sakasaka,0,True,GeoData Consultants Ltd,WUG,None,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
31147,0,4/17/11,Bsf,0,DWE,35.95674252,-4.77955067,Kwa Jumbe,0,Internal,Kuuta,Dodoma,1,1,Kondoa,Haubi,0,True,GeoData Consultants Ltd,WUG,Kuut,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
53862,50,2/26/11,Private Individual,-1,Da,38.83793232,-6.54073243,Kayombo,0,Wami / Ruvu,Mikuge,Pwani,6,1,Bagamoyo,Yombo,12,False,GeoData Consultants Ltd,Company,Bagamoyo Wate,True,2004,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
53750,0,3/16/11,Segera Estate,0,Segera Estate,38.82093821,-4.87012935,Mtakuja,0,Pangani,Mtakuja A,Tanga,4,8,Mkinga,Maramba,1200,True,GeoData Consultants Ltd,Company,Segera Estate,True,0,other,other,other,company,commercial,never pay,never pay,salty,salty,enough,enough,dam,dam,surface,dam,dam
